地区,NO₂,SO₂,CO,O₃,PM₁₀,PM₂.₅,质量指数,状况,主要污染物,时间
合肥市,64,9,0.829,71,84,41,80,良,二氧化氮,2019-11-23 01:00:00
合肥市,71,12,0.818,60,82,36,89,良,二氧化氮,2019-11-22 01:00:00
合肥市,61,9,0.745,44,91,33,77,良,二氧化氮,2019-11-21 01:00:00
合肥市,55,11,0.716,61,105,34,78,良,颗粒物(PM10),2019-11-20 01:00:00
合肥市,56,10,0.630,44,149,37,100,良,颗粒物(PM10),2019-11-19 01:00:00
合肥市,31,6,0.452,50,126,28,88,良,颗粒物(PM10),2019-11-18 01:00:00
合肥市,59,8,1.158,37,136,100,132,轻度污染,细颗粒物(PM2.5),2019-11-17 01:00:00
合肥市,93,13,0.919,63,125,53,107,轻度污染,二氧化氮,2019-11-16 01:00:00
合肥市,73,10,0.677,72,94,32,92,良,二氧化氮,2019-11-15 01:00:00
合肥市,50,8,0.460,68,74,21,63,良,二氧化氮,2019-11-14 01:00:00
合肥市,42,7,0.524,59,76,35,63,良,颗粒物(PM10),2019-11-13 01:00:00
合肥市,70,9,0.654,67,97,34,88,良,二氧化氮,2019-11-12 01:00:00
合肥市,73,9,0.646,97,116,36,92,良,二氧化氮,2019-11-11 01:00:00
合肥市,55,8,0.650,98,100,44,75,良,颗粒物(PM10),2019-11-10 01:00:00
合肥市,74,14,0.962,112,111,73,98,良,细颗粒物(PM2.5),2019-11-09 01:00:00
合肥市,60,9,0.829,96,89,55,75,良,"二氧化氮,细颗粒物(PM2.5)",2019-11-08 01:00:00
合肥市,42,8,0.658,106,73,46,64,良,细颗粒物(PM2.5),2019-11-07 01:00:00
合肥市,59,9,0.762,86,79,40,74,良,二氧化氮,2019-11-06 01:00:00
合肥市,57,10,0.755,117,78,44,72,良,二氧化氮,2019-11-05 01:00:00
合肥市,40,7,0.595,98,63,27,57,良,颗粒物(PM10),2019-11-04 01:00:00
合肥市,47,9,0.625,131,71,27,76,良,臭氧8小时,2019-11-03 01:00:00
合肥市,67,12,0.890,147,138,58,94,良,颗粒物(PM10),2019-11-02 01:00:00
合肥市,81,14,1.081,152,166,63,108,轻度污染,颗粒物(PM10),2019-11-01 01:00:00
合肥市,80,10,0.890,110,179,55,115,轻度污染,颗粒物(PM10),2019-10-31 01:00:00
合肥市,73,9,0.675,94,247,68,149,轻度污染,颗粒物(PM10),2019-10-30 01:00:00
合肥市,63,8,0.682,87,312,74,181,中度污染,颗粒物(PM10),2019-10-29 01:00:00
合肥市,61,8,0.781,95,153,62,102,轻度污染,颗粒物(PM10),2019-10-28 01:00:00
合肥市,66,10,0.812,48,106,56,83,良,二氧化氮,2019-10-27 01:00:00
合肥市,52,10,0.635,41,80,38,65,良,"二氧化氮,颗粒物(PM10)",2019-10-26 01:00:00
合肥市,58,8,0.814,41,115,65,88,良,细颗粒物(PM2.5),2019-10-25 01:00:00
合肥市,88,10,1.061,143,133,66,104,轻度污染,二氧化氮,2019-10-24 01:00:00
合肥市,58,7,0.812,117,80,44,73,良,二氧化氮,2019-10-23 01:00:00
合肥市,52,9,0.850,94,78,43,65,良,二氧化氮,2019-10-22 01:00:00
合肥市,71,13,0.942,175,98,56,114,轻度污染,臭氧8小时,2019-10-21 01:00:00
合肥市,76,12,0.908,152,98,55,95,良,二氧化氮,2019-10-20 01:00:00
合肥市,67,11,0.846,140,89,47,84,良,"二氧化氮,臭氧8小时",2019-10-19 01:00:00
合肥市,67,10,0.781,124,86,43,84,良,二氧化氮,2019-10-18 01:00:00
合肥市,52,10,0.674,112,77,42,65,良,二氧化氮,2019-10-17 01:00:00
合肥市,40,7,0.434,79,47,15,50,优,—,2019-10-16 01:00:00
合肥市,30,5,0.337,86,38,12,43,优,—,2019-10-15 01:00:00
合肥市,26,4,0.505,66,53,27,52,良,颗粒物(PM10),2019-10-14 01:00:00
合肥市,44,5,0.853,66,71,50,69,良,细颗粒物(PM2.5),2019-10-13 01:00:00
合肥市,43,5,0.851,47,57,53,73,良,细颗粒物(PM2.5),2019-10-12 01:00:00
合肥市,37,5,0.800,78,59,43,60,良,细颗粒物(PM2.5),2019-10-11 01:00:00
合肥市,35,7,0.933,88,71,54,74,良,细颗粒物(PM2.5),2019-10-10 01:00:00
合肥市,45,8,0.913,122,70,46,69,良,臭氧8小时,2019-10-09 01:00:00
合肥市,42,5,0.688,48,47,35,53,良,二氧化氮,2019-10-08 01:00:00
合肥市,27,4,0.507,54,28,19,34,优,—,2019-10-07 01:00:00
合肥市,32,6,0.551,50,43,13,43,优,—,2019-10-06 01:00:00
合肥市,19,4,0.521,116,35,17,64,良,臭氧8小时,2019-10-05 01:00:00
合肥市,34,9,0.768,164,80,39,104,轻度污染,臭氧8小时,2019-10-04 01:00:00
合肥市,46,7,0.807,116,76,35,64,良,臭氧8小时,2019-10-03 01:00:00
合肥市,29,6,0.652,49,47,29,47,优,—,2019-10-02 01:00:00
合肥市,28,7,0.722,116,61,34,64,良,臭氧8小时,2019-10-01 01:00:00
合肥市,46,9,0.804,167,85,43,107,轻度污染,臭氧8小时,2019-09-30 01:00:00
合肥市,71,10,0.920,201,107,56,138,轻度污染,臭氧8小时,2019-09-29 01:00:00
合肥市,79,10,1.015,201,111,58,138,轻度污染,臭氧8小时,2019-09-28 01:00:00
合肥市,60,8,0.847,173,96,47,112,轻度污染,臭氧8小时,2019-09-27 01:00:00
合肥市,55,8,0.759,113,96,40,73,良,颗粒物(PM10),2019-09-26 01:00:00
合肥市,92,11,0.928,149,119,43,106,轻度污染,二氧化氮,2019-09-25 01:00:00
合肥市,79,9,0.876,172,104,35,111,轻度污染,臭氧8小时,2019-09-24 01:00:00
合肥市,48,8,0.491,128,61,17,74,良,臭氧8小时,2019-09-23 01:00:00
合肥市,33,7,0.477,131,60,17,76,良,臭氧8小时,2019-09-22 01:00:00
合肥市,23,6,0.465,139,50,15,83,良,臭氧8小时,2019-09-21 01:00:00
合肥市,28,5,0.366,107,39,9,56,良,臭氧8小时,2019-09-20 01:00:00
合肥市,24,5,0.355,123,43,10,70,良,臭氧8小时,2019-09-19 01:00:00
合肥市,24,7,0.755,161,72,34,101,轻度污染,臭氧8小时,2019-09-18 01:00:00
合肥市,29,9,0.814,145,75,32,88,良,臭氧8小时,2019-09-17 01:00:00
合肥市,26,6,0.650,104,47,16,54,良,臭氧8小时,2019-09-16 01:00:00
合肥市,23,5,0.688,91,35,13,46,优,—,2019-09-15 01:00:00
合肥市,19,5,1.084,126,74,48,72,良,臭氧8小时,2019-09-14 01:00:00
合肥市,23,6,0.871,202,64,33,139,轻度污染,臭氧8小时,2019-09-13 01:00:00
合肥市,28,6,0.865,190,67,32,128,轻度污染,臭氧8小时,2019-09-12 01:00:00
合肥市,22,4,0.672,127,46,20,73,良,臭氧8小时,2019-09-11 01:00:00
合肥市,26,5,0.665,129,55,25,75,良,臭氧8小时,2019-09-10 01:00:00
合肥市,34,6,0.744,130,73,34,75,良,臭氧8小时,2019-09-09 01:00:00
合肥市,58,6,1.026,201,125,64,138,轻度污染,臭氧8小时,2019-09-08 01:00:00
合肥市,52,7,0.916,199,102,51,136,轻度污染,臭氧8小时,2019-09-07 01:00:00
合肥市,27,5,0.646,102,42,21,52,良,臭氧8小时,2019-09-06 01:00:00
合肥市,34,5,0.669,95,48,21,48,优,—,2019-09-05 01:00:00
合肥市,25,4,0.475,99,29,10,50,优,—,2019-09-04 01:00:00
合肥市,22,3,0.555,71,18,8,36,优,—,2019-09-03 01:00:00
合肥市,29,4,0.719,93,36,20,47,优,—,2019-09-02 01:00:00
合肥市,29,5,0.718,95,38,22,48,优,—,2019-09-01 01:00:00
合肥市,36,6,0.893,168,68,36,108,轻度污染,臭氧8小时,2019-08-31 01:00:00
合肥市,31,7,0.606,149,48,17,91,良,臭氧8小时,2019-08-30 01:00:00
合肥市,29,4,0.680,133,40,18,78,良,臭氧8小时,2019-08-29 01:00:00
合肥市,28,3,0.606,76,24,8,38,优,—,2019-08-28 01:00:00
合肥市,21,3,0.589,94,36,17,47,优,—,2019-08-27 01:00:00
合肥市,26,5,0.697,117,51,26,65,良,臭氧8小时,2019-08-26 01:00:00
合肥市,21,6,0.849,145,62,27,88,良,臭氧8小时,2019-08-25 01:00:00
合肥市,29,7,0.818,209,65,27,145,轻度污染,臭氧8小时,2019-08-24 01:00:00
合肥市,25,5,0.692,175,60,27,114,轻度污染,臭氧8小时,2019-08-23 01:00:00
合肥市,24,6,0.746,156,63,33,97,良,臭氧8小时,2019-08-22 01:00:00
合肥市,28,6,0.782,194,66,37,131,轻度污染,臭氧8小时,2019-08-21 01:00:00
合肥市,30,6,0.824,192,63,27,130,轻度污染,臭氧8小时,2019-08-20 01:00:00
合肥市,29,7,0.817,201,61,25,138,轻度污染,臭氧8小时,2019-08-19 01:00:00
合肥市,28,7,0.772,200,57,24,137,轻度污染,臭氧8小时,2019-08-18 01:00:00
合肥市,28,5,0.728,170,66,30,110,轻度污染,臭氧8小时,2019-08-17 01:00:00
合肥市,32,5,0.611,163,61,24,103,轻度污染,臭氧8小时,2019-08-16 01:00:00
合肥市,31,6,0.639,133,51,20,78,良,臭氧8小时,2019-08-15 01:00:00
合肥市,23,6,0.661,130,41,18,75,良,臭氧8小时,2019-08-14 01:00:00
合肥市,38,5,0.643,144,50,19,87,良,臭氧8小时,2019-08-13 01:00:00
合肥市,18,3,0.498,106,28,8,55,良,臭氧8小时,2019-08-12 01:00:00
合肥市,12,3,0.462,69,20,8,35,优,—,2019-08-11 01:00:00
合肥市,11,3,0.423,35,13,7,18,优,—,2019-08-10 01:00:00
合肥市,18,4,0.491,89,36,14,45,优,—,2019-08-09 01:00:00
合肥市,25,5,0.596,139,52,27,83,良,臭氧8小时,2019-08-08 01:00:00
合肥市,32,5,0.595,152,52,25,94,良,臭氧8小时,2019-08-07 01:00:00
合肥市,38,5,0.600,130,54,19,75,良,臭氧8小时,2019-08-06 01:00:00
合肥市,29,6,0.567,120,40,17,67,良,臭氧8小时,2019-08-05 01:00:00
合肥市,25,5,0.535,98,39,16,49,优,—,2019-08-04 01:00:00
合肥市,29,5,0.559,129,46,18,75,良,臭氧8小时,2019-08-03 01:00:00
合肥市,28,4,0.464,133,38,12,78,良,臭氧8小时,2019-08-02 01:00:00
合肥市,37,6,0.679,149,64,24,91,良,臭氧8小时,2019-08-01 01:00:00
合肥市,42,5,0.524,114,67,17,62,良,臭氧8小时,2019-07-31 01:00:00
合肥市,21,5,0.457,113,44,17,61,良,臭氧8小时,2019-07-30 01:00:00
合肥市,15,4,0.428,117,47,20,65,良,臭氧8小时,2019-07-29 01:00:00
合肥市,19,5,0.518,123,63,29,70,良,臭氧8小时,2019-07-28 01:00:00
合肥市,20,6,0.577,119,59,24,66,良,臭氧8小时,2019-07-27 01:00:00
合肥市,24,5,0.583,118,56,23,65,良,臭氧8小时,2019-07-26 01:00:00
合肥市,24,4,0.561,105,52,20,55,良,臭氧8小时,2019-07-25 01:00:00
合肥市,24,4,0.616,109,49,22,58,良,臭氧8小时,2019-07-24 01:00:00
合肥市,23,3,0.747,104,48,23,54,良,臭氧8小时,2019-07-23 01:00:00
合肥市,29,5,0.873,177,81,39,116,轻度污染,臭氧8小时,2019-07-22 01:00:00
合肥市,34,6,0.734,148,61,23,90,良,臭氧8小时,2019-07-21 01:00:00
合肥市,24,4,0.551,98,34,11,49,优,—,2019-07-20 01:00:00
合肥市,20,4,0.484,59,33,12,33,优,—,2019-07-19 01:00:00
合肥市,18,3,0.589,82,38,26,41,优,—,2019-07-18 01:00:00
合肥市,23,4,0.713,157,50,42,98,良,臭氧8小时,2019-07-17 01:00:00
合肥市,31,5,0.794,148,66,40,90,良,臭氧8小时,2019-07-16 01:00:00
合肥市,37,5,0.748,199,69,37,136,轻度污染,臭氧8小时,2019-07-15 01:00:00
合肥市,30,4,0.618,165,50,27,105,轻度污染,臭氧8小时,2019-07-14 01:00:00
合肥市,22,3,0.568,125,33,18,71,良,臭氧8小时,2019-07-13 01:00:00
合肥市,38,4,0.651,91,57,28,54,良,颗粒物(PM10),2019-07-12 01:00:00
合肥市,38,5,0.620,160,64,32,100,良,臭氧8小时,2019-07-11 01:00:00
合肥市,27,4,0.471,134,48,25,79,良,臭氧8小时,2019-07-10 01:00:00
合肥市,19,3,0.484,77,32,21,39,优,—,2019-07-09 01:00:00
合肥市,20,5,0.568,136,45,24,80,良,臭氧8小时,2019-07-08 01:00:00
合肥市,20,5,0.527,167,38,19,107,轻度污染,臭氧8小时,2019-07-07 01:00:00
合肥市,18,3,0.596,130,46,23,75,良,臭氧8小时,2019-07-06 01:00:00
合肥市,22,4,0.676,161,59,33,101,轻度污染,臭氧8小时,2019-07-05 01:00:00
合肥市,—,—,—,—,—,—,—,—,—,2019-07-04 01:00:00
合肥市,26,5,0.680,165,57,28,105,轻度污染,臭氧8小时,2019-07-03 01:00:00
合肥市,25,4,0.639,165,48,28,105,轻度污染,臭氧8小时,2019-07-02 01:00:00
合肥市,29,4,0.773,172,78,34,111,轻度污染,臭氧8小时,2019-07-01 01:00:00
合肥市,21,2,0.613,122,24,6,69,良,臭氧8小时,2019-06-30 01:00:00
合肥市,21,2,0.749,102,24,13,52,良,臭氧8小时,2019-06-29 01:00:00
合肥市,34,5,0.868,145,73,43,88,良,臭氧8小时,2019-06-28 01:00:00
合肥市,32,5,0.916,175,65,41,114,轻度污染,臭氧8小时,2019-06-27 01:00:00
合肥市,29,3,0.670,168,58,30,108,轻度污染,臭氧8小时,2019-06-26 01:00:00
合肥市,26,5,0.636,150,55,29,92,良,臭氧8小时,2019-06-25 01:00:00
合肥市,33,6,0.621,154,60,32,95,良,臭氧8小时,2019-06-24 01:00:00
合肥市,29,4,0.576,149,45,24,91,良,臭氧8小时,2019-06-23 01:00:00
合肥市,37,4,0.829,118,67,49,68,良,细颗粒物(PM2.5),2019-06-22 01:00:00
合肥市,27,3,0.821,138,45,30,82,良,臭氧8小时,2019-06-21 01:00:00
合肥市,25,2,0.870,84,20,15,42,优,—,2019-06-20 01:00:00
合肥市,31,2,0.798,71,28,15,39,优,—,2019-06-19 01:00:00
合肥市,27,2,0.666,75,22,10,38,优,—,2019-06-18 01:00:00
合肥市,29,3,0.621,135,40,20,80,良,臭氧8小时,2019-06-17 01:00:00
合肥市,34,8,0.861,189,74,39,127,轻度污染,臭氧8小时,2019-06-16 01:00:00
合肥市,37,4,0.605,220,63,28,155,中度污染,臭氧8小时,2019-06-15 01:00:00
合肥市,30,4,0.585,191,45,24,129,轻度污染,臭氧8小时,2019-06-14 01:00:00
合肥市,30,5,0.700,151,51,28,93,良,臭氧8小时,2019-06-13 01:00:00
合肥市,30,7,0.664,196,61,31,133,轻度污染,臭氧8小时,2019-06-12 01:00:00
合肥市,32,6,0.603,204,56,22,140,轻度污染,臭氧8小时,2019-06-11 01:00:00
合肥市,23,4,0.524,166,49,21,106,轻度污染,臭氧8小时,2019-06-10 01:00:00
合肥市,32,4,0.785,199,67,33,136,轻度污染,臭氧8小时,2019-06-09 01:00:00
合肥市,26,6,0.745,182,53,31,120,轻度污染,臭氧8小时,2019-06-08 01:00:00
合肥市,23,2,0.690,165,41,24,105,轻度污染,臭氧8小时,2019-06-07 01:00:00
合肥市,18,2,0.543,109,24,9,58,良,臭氧8小时,2019-06-06 01:00:00
合肥市,25,7,0.729,163,68,33,103,轻度污染,臭氧8小时,2019-06-05 01:00:00
合肥市,32,5,0.700,170,76,32,110,轻度污染,臭氧8小时,2019-06-04 01:00:00
合肥市,28,5,0.763,155,63,32,96,良,臭氧8小时,2019-06-03 01:00:00
合肥市,29,4,0.758,191,75,45,129,轻度污染,臭氧8小时,2019-06-02 01:00:00
合肥市,43,7,0.752,218,80,45,153,中度污染,臭氧8小时,2019-06-01 01:00:00
合肥市,30,3,0.578,152,52,31,94,良,臭氧8小时,2019-05-31 01:00:00
合肥市,30,3,0.505,130,45,23,75,良,臭氧8小时,2019-05-30 01:00:00
合肥市,38,6,0.468,171,49,16,110,轻度污染,臭氧8小时,2019-05-29 01:00:00
合肥市,24,4,0.418,140,34,9,84,良,臭氧8小时,2019-05-28 01:00:00
合肥市,22,5,0.769,149,56,19,91,良,臭氧8小时,2019-05-27 01:00:00
合肥市,21,2,0.747,91,20,5,46,优,—,2019-05-26 01:00:00
合肥市,19,3,0.764,96,40,18,48,优,—,2019-05-25 01:00:00
合肥市,40,7,0.866,166,109,58,106,轻度污染,臭氧8小时,2019-05-24 01:00:00
合肥市,61,6,0.674,180,100,44,119,轻度污染,臭氧8小时,2019-05-23 01:00:00
合肥市,48,6,0.675,180,103,39,119,轻度污染,臭氧8小时,2019-05-22 01:00:00
合肥市,50,5,0.501,152,85,28,94,良,臭氧8小时,2019-05-21 01:00:00
合肥市,29,6,0.395,115,87,20,69,良,颗粒物(PM10),2019-05-20 01:00:00
合肥市,32,4,0.507,86,58,18,54,良,颗粒物(PM10),2019-05-19 01:00:00
合肥市,31,4,0.496,86,56,17,53,良,颗粒物(PM10),2019-05-19 00:00:00
合肥市,—,—,—,—,—,—,—,—,—,2019-05-18 00:00:00
合肥市,40,4,0.980,129,63,54,75,良,臭氧8小时,2019-05-17 01:00:00
合肥市,42,4,1,129,66,55,75,良,"细颗粒物(PM2.5),臭氧8小时",2019-05-17 00:00:00
合肥市,42,4,0.831,108,74,51,70,良,细颗粒物(PM2.5),2019-05-16 01:00:00
合肥市,42,4,0.792,95,56,43,60,良,细颗粒物(PM2.5),2019-05-15 01:00:00
合肥市,34,4,0.891,148,93,56,90,良,臭氧8小时,2019-05-14 01:00:00
合肥市,30,5,0.851,131,105,57,78,良,"颗粒物(PM10),细颗粒物(PM2.5)",2019-05-13 01:00:00
合肥市,51,6,0.814,170,97,46,110,轻度污染,臭氧8小时,2019-05-12 01:00:00
合肥市,61,5,0.695,174,87,39,113,轻度污染,臭氧8小时,2019-05-11 01:00:00
合肥市,62,5,0.668,167,95,37,107,轻度污染,臭氧8小时,2019-05-10 01:00:00
合肥市,57,6,0.634,151,92,33,93,良,臭氧8小时,2019-05-09 01:00:00
合肥市,46,8,0.525,146,74,25,89,良,臭氧8小时,2019-05-08 01:00:00
合肥市,40,7,0.550,110,69,18,60,良,颗粒物(PM10),2019-05-07 01:00:00
合肥市,21,6,0.408,127,66,17,73,良,臭氧8小时,2019-05-06 01:00:00
合肥市,42,11,0.694,165,83,34,105,轻度污染,臭氧8小时,2019-05-05 01:00:00
合肥市,42,11,0.557,163,79,26,103,轻度污染,臭氧8小时,2019-05-04 01:00:00
合肥市,48,10,0.605,146,76,26,89,良,臭氧8小时,2019-05-03 01:00:00
合肥市,54,7,0.724,143,82,27,86,良,臭氧8小时,2019-05-02 01:00:00
合肥市,35,5,0.614,131,69,25,76,良,臭氧8小时,2019-05-01 01:00:00
合肥市,36,3,0.660,92,41,19,46,优,—,2019-04-30 01:00:00
合肥市,27,2,0.577,69,27,17,35,优,—,2019-04-29 01:00:00
合肥市,30,4,0.583,94,51,32,51,良,颗粒物(PM10),2019-04-28 01:00:00
合肥市,32,7,0.587,121,64,21,68,良,臭氧8小时,2019-04-27 01:00:00
合肥市,26,3,0.474,64,47,25,47,优,—,2019-04-26 01:00:00
合肥市,31,5,0.867,71,73,55,75,良,细颗粒物(PM2.5),2019-04-25 01:00:00
合肥市,38,4,0.822,129,60,34,75,良,臭氧8小时,2019-04-24 01:00:00
合肥市,32,3,0.728,54,41,30,43,优,—,2019-04-23 01:00:00
合肥市,31,5,0.688,39,43,29,43,优,—,2019-04-22 01:00:00
合肥市,35,5,0.710,55,74,45,63,良,细颗粒物(PM2.5),2019-04-21 01:00:00
合肥市,32,4,0.728,102,72,48,67,良,细颗粒物(PM2.5),2019-04-20 01:00:00
合肥市,25,4,0.544,143,61,38,86,良,臭氧8小时,2019-04-19 01:00:00
合肥市,38,7,0.659,135,76,27,80,良,臭氧8小时,2019-04-18 01:00:00
合肥市,41,7,0.729,129,92,43,75,良,臭氧8小时,2019-04-17 01:00:00
合肥市,55,7,0.689,125,86,35,71,良,臭氧8小时,2019-04-16 01:00:00
合肥市,49,9,0.660,135,72,35,80,良,臭氧8小时,2019-04-15 01:00:00
合肥市,50,6,0.689,119,81,40,66,良,"颗粒物(PM10),臭氧8小时",2019-04-14 01:00:00
合肥市,65,8,0.951,134,100,58,82,良,二氧化氮,2019-04-13 01:00:00
合肥市,51,6,0.975,127,80,58,79,良,细颗粒物(PM2.5),2019-04-12 01:00:00
合肥市,42,3,0.826,75,56,47,65,良,细颗粒物(PM2.5),2019-04-11 01:00:00
合肥市,27,3,0.647,60,54,52,72,良,细颗粒物(PM2.5),2019-04-10 01:00:00
合肥市,25,4,0.783,91,54,39,55,良,细颗粒物(PM2.5),2019-04-09 01:00:00
合肥市,40,11,1.177,145,115,75,100,良,细颗粒物(PM2.5),2019-04-08 01:00:00
合肥市,56,8,0.990,161,123,55,101,轻度污染,臭氧8小时,2019-04-07 01:00:00
合肥市,34,7,0.809,128,74,37,74,良,臭氧8小时,2019-04-06 01:00:00
合肥市,39,7,0.801,137,86,59,81,良,臭氧8小时,2019-04-05 01:00:00
合肥市,62,12,0.841,112,91,64,87,良,细颗粒物(PM2.5),2019-04-04 01:00:00
合肥市,52,10,0.790,160,101,56,100,良,臭氧8小时,2019-04-03 01:00:00
合肥市,72,14,0.716,63,92,38,90,良,二氧化氮,2019-04-02 01:00:00
合肥市,58,10,0.627,128,87,33,74,良,臭氧8小时,2019-04-01 01:00:00
合肥市,40,8,0.474,103,80,20,65,良,颗粒物(PM10),2019-03-31 01:00:00
合肥市,40,9,0.800,107,114,75,100,良,细颗粒物(PM2.5),2019-03-30 01:00:00
合肥市,63,8,1.035,99,105,89,118,轻度污染,细颗粒物(PM2.5),2019-03-29 01:00:00
合肥市,52,7,0.980,80,83,62,84,良,细颗粒物(PM2.5),2019-03-28 01:00:00
合肥市,55,5,0.685,76,75,29,69,良,二氧化氮,2019-03-27 01:00:00
合肥市,47,6,0.637,117,69,38,65,良,臭氧8小时,2019-03-26 01:00:00
合肥市,34,4,0.494,104,46,24,54,良,臭氧8小时,2019-03-25 01:00:00
合肥市,66,12,0.775,94,90,54,83,良,二氧化氮,2019-03-24 01:00:00
合肥市,53,6,0.566,99,68,33,67,良,二氧化氮,2019-03-23 01:00:00
合肥市,30,4,0.449,76,45,23,45,优,—,2019-03-22 01:00:00
合肥市,35,5,0.813,74,78,60,82,良,细颗粒物(PM2.5),2019-03-21 01:00:00
合肥市,30,6,0.806,85,63,37,57,良,颗粒物(PM10),2019-03-20 01:00:00
合肥市,31,6,0.800,122,62,43,69,良,臭氧8小时,2019-03-19 01:00:00
合肥市,43,8,0.720,120,84,62,84,良,细颗粒物(PM2.5),2019-03-18 01:00:00
合肥市,74,13,0.888,112,115,57,93,良,二氧化氮,2019-03-17 01:00:00
合肥市,73,11,0.673,101,101,44,92,良,二氧化氮,2019-03-16 01:00:00
合肥市,62,9,0.683,100,100,42,78,良,二氧化氮,2019-03-15 01:00:00
合肥市,51,7,0.628,126,81,38,72,良,臭氧8小时,2019-03-14 01:00:00
合肥市,60,11,0.848,95,123,59,87,良,颗粒物(PM10),2019-03-13 01:00:00
合肥市,49,9,0.646,106,107,37,79,良,颗粒物(PM10),2019-03-12 01:00:00
合肥市,58,6,0.710,108,145,68,98,良,颗粒物(PM10),2019-03-11 01:00:00
合肥市,66,10,0.891,146,127,98,129,轻度污染,细颗粒物(PM2.5),2019-03-10 01:00:00
合肥市,48,7,0.688,121,89,57,78,良,细颗粒物(PM2.5),2019-03-09 01:00:00
合肥市,50,8,0.647,79,76,42,63,良,"二氧化氮,颗粒物(PM10)",2019-03-08 01:00:00
合肥市,31,6,0.476,95,76,37,63,良,颗粒物(PM10),2019-03-07 01:00:00
合肥市,48,7,0.946,105,89,81,108,轻度污染,细颗粒物(PM2.5),2019-03-06 01:00:00
合肥市,57,5,0.974,65,84,80,107,轻度污染,细颗粒物(PM2.5),2019-03-05 01:00:00
合肥市,46,5,0.924,88,77,61,83,良,细颗粒物(PM2.5),2019-03-04 01:00:00
合肥市,41,4,0.666,78,85,72,97,良,细颗粒物(PM2.5),2019-03-03 01:00:00
合肥市,42,5,0.944,78,90,107,140,轻度污染,细颗粒物(PM2.5),2019-03-02 01:00:00
合肥市,52,6,0.854,58,93,79,105,轻度污染,细颗粒物(PM2.5),2019-03-01 01:00:00
合肥市,50,3,0.672,58,82,63,85,良,细颗粒物(PM2.5),2019-02-28 01:00:00
合肥市,36,3,0.559,71,36,31,45,优,—,2019-02-27 01:00:00
合肥市,53,8,1.086,64,72,99,130,轻度污染,细颗粒物(PM2.5),2019-02-26 01:00:00
合肥市,91,9,1.380,130,149,112,147,轻度污染,细颗粒物(PM2.5),2019-02-25 01:00:00
合肥市,75,8,1.444,105,135,108,142,轻度污染,细颗粒物(PM2.5),2019-02-24 01:00:00
合肥市,56,4,0.997,73,104,87,115,轻度污染,细颗粒物(PM2.5),2019-02-23 01:00:00
合肥市,46,3,0.661,67,42,46,64,良,细颗粒物(PM2.5),2019-02-22 01:00:00
合肥市,32,4,0.773,71,40,86,114,轻度污染,细颗粒物(PM2.5),2019-02-21 01:00:00
合肥市,32,3,0.818,52,74,81,108,轻度污染,细颗粒物(PM2.5),2019-02-20 01:00:00
合肥市,24,3,0.612,54,41,38,54,良,细颗粒物(PM2.5),2019-02-19 01:00:00
合肥市,37,3,0.740,46,17,32,47,优,—,2019-02-18 01:00:00
合肥市,31,6,0.644,66,47,40,57,良,细颗粒物(PM2.5),2019-02-17 01:00:00
合肥市,31,5,0.962,66,95,90,119,轻度污染,细颗粒物(PM2.5),2019-02-16 01:00:00
合肥市,29,3,0.824,43,43,42,59,良,细颗粒物(PM2.5),2019-02-15 01:00:00
合肥市,31,2,0.800,62,30,26,39,优,—,2019-02-14 01:00:00
合肥市,29,3,0.621,49,31,31,45,优,—,2019-02-13 01:00:00
合肥市,36,4,0.934,39,29,52,72,良,细颗粒物(PM2.5),2019-02-12 01:00:00
合肥市,25,3,0.716,52,53,49,68,良,细颗粒物(PM2.5),2019-02-11 01:00:00
合肥市,18,3,0.674,66,43,44,62,良,细颗粒物(PM2.5),2019-02-10 01:00:00
合肥市,15,3,0.602,58,41,40,57,良,细颗粒物(PM2.5),2019-02-09 01:00:00
合肥市,12,2,0.384,66,23,20,33,优,—,2019-02-08 01:00:00
合肥市,15,2,0.817,64,84,75,100,良,细颗粒物(PM2.5),2019-02-07 01:00:00
合肥市,20,4,1.086,57,71,73,98,良,细颗粒物(PM2.5),2019-02-06 01:00:00
合肥市,26,8,1.181,70,163,145,193,中度污染,细颗粒物(PM2.5),2019-02-05 01:00:00
合肥市,30,6,1.340,93,131,108,142,轻度污染,细颗粒物(PM2.5),2019-02-04 01:00:00
合肥市,26,3,1.304,53,99,101,133,轻度污染,细颗粒物(PM2.5),2019-02-03 01:00:00
合肥市,28,4,0.950,57,48,44,62,良,细颗粒物(PM2.5),2019-02-02 01:00:00
合肥市,26,4,0.914,84,70,68,92,良,细颗粒物(PM2.5),2019-02-01 01:00:00
合肥市,24,5,0.773,56,32,32,46,优,—,2019-01-31 01:00:00
合肥市,39,4,1.137,25,31,78,104,轻度污染,细颗粒物(PM2.5),2019-01-30 01:00:00
合肥市,51,7,1.116,50,95,118,155,中度污染,细颗粒物(PM2.5),2019-01-29 01:00:00
合肥市,56,7,0.906,36,137,129,170,中度污染,细颗粒物(PM2.5),2019-01-28 01:00:00
合肥市,59,10,0.692,57,86,57,78,良,细颗粒物(PM2.5),2019-01-27 01:00:00
合肥市,37,6,0.438,68,44,26,47,优,—,2019-01-26 01:00:00
合肥市,61,15,1.092,88,134,120,158,中度污染,细颗粒物(PM2.5),2019-01-25 01:00:00
